userId,startDate,endDate
55,2019-02-03 00:00:00,2019-02-09 00:00:00
55,2019-02-11 00:00:00,2019-02-17 00:00:00
55,2019-02-19 00:00:00,2019-02-25 00:00:00
55,2019-02-27 00:00:00,2019-03-05 00:00:00
55,2019-03-07 00:00:00,2019-03-13 00:00:00
55,2019-03-17 00:00:00,2019-03-23 00:00:00
55,2019-03-24 00:00:00,2019-03-30 00:00:00
55,2019-04-03 00:00:00,2019-04-09 00:00:00
55,2019-04-12 00:00:00,2019-04-18 00:00:00
55,2019-04-22 00:00:00,2019-04-28 00:00:00
55,2019-05-02 00:00:00,2019-05-08 00:00:00
55,2019-05-10 00:00:00,2019-05-16 00:00:00
55,2019-05-18 00:00:00,2019-05-24 00:00:00
56,2019-01-01 00:00:00,2019-01-07 00:00:00
56,2019-01-09 00:00:00,2019-01-15 00:00:00
56,2019-01-16 00:00:00,2019-01-22 00:00:00
56,2019-01-26 00:00:00,2019-02-01 00:00:00
56,2019-02-03 00:00:00,2019-02-09 00:00:00
56,2019-02-13 00:00:00,2019-02-19 00:00:00
56,2019-02-21 00:00:00,2019-02-27 00:00:00
56,2019-03-03 00:00:00,2019-03-09 00:00:00
56,2019-03-12 00:00:00,2019-03-18 00:00:00
56,2019-03-19 00:00:00,2019-03-25 00:00:00
56,2019-03-29 00:00:00,2019-04-04 00:00:00
57,2019-01-01 00:00:00,2019-01-07 00:00:00
57,2019-01-10 00:00:00,2019-01-16 00:00:00
57,2019-01-18 00:00:00,2019-01-24 00:00:00
57,2019-01-27 00:00:00,2019-02-02 00:00:00
57,2019-02-05 00:00:00,2019-02-11 00:00:00
57,2019-02-12 00:00:00,2019-02-18 00:00:00
57,2019-02-21 00:00:00,2019-02-27 00:00:00
57,2019-03-03 00:00:00,2019-03-09 00:00:00
57,2019-03-10 00:00:00,2019-03-16 00:00:00
57,2019-03-17 00:00:00,2019-03-23 00:00:00
57,2019-03-26 00:00:00,2019-04-01 00:00:00
57,2019-04-04 00:00:00,2019-04-10 00:00:00
57,2019-04-12 00:00:00,2019-04-18 00:00:00
57,2019-04-21 00:00:00,2019-04-27 00:00:00
57,2019-05-01 00:00:00,2019-05-07 00:00:00
57,2019-05-09 00:00:00,2019-05-15 00:00:00
58,2019-01-01 00:00:00,2019-01-07 00:00:00
58,2019-01-09 00:00:00,2019-01-15 00:00:00
58,2019-01-17 00:00:00,2019-01-23 00:00:00
58,2019-01-24 00:00:00,2019-01-30 00:00:00
58,2019-01-31 00:00:00,2019-02-06 00:00:00
58,2019-02-07 00:00:00,2019-02-13 00:00:00
58,2019-02-17 00:00:00,2019-02-23 00:00:00
58,2019-02-27 00:00:00,2019-03-05 00:00:00
58,2019-03-08 00:00:00,2019-03-14 00:00:00
58,2019-03-17 00:00:00,2019-03-23 00:00:00
58,2019-03-24 00:00:00,2019-03-30 00:00:00
58,2019-03-31 00:00:00,2019-04-06 00:00:00
58,2019-04-07 00:00:00,2019-04-13 00:00:00
58,2019-04-15 00:00:00,2019-04-21 00:00:00
59,2019-01-01 00:00:00,2019-01-07 00:00:00
59,2019-01-10 00:00:00,2019-01-16 00:00:00
59,2019-01-17 00:00:00,2019-01-23 00:00:00
59,2019-01-24 00:00:00,2019-01-30 00:00:00
59,2019-02-01 00:00:00,2019-02-07 00:00:00
59,2019-02-09 00:00:00,2019-02-15 00:00:00
59,2019-02-16 00:00:00,2019-02-22 00:00:00
59,2019-02-23 00:00:00,2019-03-01 00:00:00
59,2019-03-02 00:00:00,2019-03-08 00:00:00
59,2019-03-10 00:00:00,2019-03-16 00:00:00
59,2019-03-19 00:00:00,2019-03-25 00:00:00
60,2019-01-01 00:00:00,2019-01-07 00:00:00
60,2019-01-09 00:00:00,2019-01-15 00:00:00
60,2019-01-19 00:00:00,2019-01-25 00:00:00
60,2019-01-28 00:00:00,2019-02-03 00:00:00
60,2019-02-07 00:00:00,2019-02-13 00:00:00
60,2019-02-14 00:00:00,2019-02-20 00:00:00
60,2019-02-24 00:00:00,2019-03-02 00:00:00
60,2019-03-06 00:00:00,2019-03-12 00:00:00
60,2019-03-13 00:00:00,2019-03-19 00:00:00
60,2019-03-23 00:00:00,2019-03-29 00:00:00
60,2019-04-01 00:00:00,2019-04-07 00:00:00
60,2019-04-09 00:00:00,2019-04-15 00:00:00
